title,comment,rating
WALL·E,"When I watched Wall-E I found myself profoundly disappointed. Despite its widespread acclaim, I found the movie sanctimonious, simplistic, sophomorically cynical, and, frankly, offensive.

Firstly, the film's heavy-handed message about environmentalism and consumerism comes across as preachy and self-righteous. Rather than engaging the audience in a thoughtful conversation, Wall-E opts for a sanctimonious tone that oversimplifies complex issues. This approach not only diminishes the potential impact of its message but also feels condescending.

The storyline itself is overly simplistic. While some may argue that simplicity can be a strength in storytelling, Wall-E takes it to an extreme that strips away any nuance or depth. The narrative feels like it was designed for the lowest common denominator, failing to challenge viewers or provide any substantial insight.

Furthermore, the movie's cynicism about human nature is sophomoric. It portrays humanity in an unflattering light, suggesting that we are inevitably doomed to destroy our planet and ourselves. This cynicism feels immature and lacks the sophistication needed to explore the complexities of human behavior and environmental issues.

Lastly, I found Wall-E offensive in its portrayal of humans. The depiction of people as lazy, obese, and mindless consumers is not only an unfair stereotype but also a disservice to the audience. This characterization is reductive and offensive, failing to recognize the diverse and nuanced ways people engage with and respond to environmental challenges. I do not think that we will look back on Wall-E in a flattering light.

In summary, Wall-E falls short of its potential. Its sanctimonious tone, simplistic narrative, sophomoric cynicism, and offensive stereotypes make it a disappointing and unenjoyable viewing experience. I gave it one star on IMDb and would not recommend it.",1
WALL·E,"i liked pixar films like toy story so i saw this i was thinking at the beginning this is boring and terrible i thought maybe it was just because it just started boy was i wrong it was the worst movie id ever seen and id seen really bad movies but this was terrible from beginning to end it was boring,pointless,annoying,a terrible movie,bad animation,stupid,has things that cant even talk except saying one word,and the worst movie in cinematic history don't ever try to watch this horrible film it just isn't worth your time don't watch it you should watch some good movies like harry potter,toy story,lord of the rings,shrek,narnia,or star wars those are good movies unlike this don't ever watch.",1
WALL·E,"By the time Wall-e came out I was very comfortable with Pixar's offerings, having seen the range of very good to mediocre. I was completely unprepared for the stinker that appeared on the screen.

I wasn't dismayed by the thin plot line at the beginning of the film - most movies take time to develop plots. Unfortunately, Wall-e's plot never rose beyond the banal. I also was not so concerned about the complete lack of depth displayed by Wall-e; there was time for that also.

In the end Wall-e was not as interesting as a Tamagotchi. With a vocabulary that could be written on a postage stamp, no useful face or body language, and no apparent intelligence it was the least engaging protagonist in any movie I have seen. The fully undeveloped characters surrounding him muddled along in a mindlessly preachy story. What a disaster.",1
WALL·E,"Why are the ratings for this film so high? This film cannot compare to the Disney equivalent Finding Nemo. Want a summary? Rubbish converting lonely robot chills. White robot called eve joins him in chilling. White robot receives flower. Runs to a ship full of fat retards. Lonely robot cries. Runs after her. Doesn't remember him. Remembers him. Crap ending.

This film is poor at best. Don't try and big it up into something it's not. I don't get why critics loved it. It's nothing great. Finding Nemo showed a deep and meaningful relationship between a confused and frustrated father held back by his own inner guilt and worry. This shows some stupid robot falling in love with another, which can't even work because robots would be programmed not to feel any emotions.",1
WALL·E,"This movie was awful, Disney is terrible and a joke. This movie wasn't even funny and good, I've seen way better. Wall-E is arguably one of the worst films of 08. I see a lot of over praise but I don't get it. I saw it back then and having re seeing it, I hate it even more. Just stop.

I am a huge fan of Disney but this movie made me barf, I was so sick of this crap. It was a complete waste of time Disney should just stop with all this bull****.

And another thing, stop with editing all of the effects. I see they haven't learned from their previous mistakes.

If I could rate this a 0 I would, so I rated it 1/10",1
WALL·E,"A sappy love story between 7 year-olds. Ratatouille was marvelous, the perfect film being as appealing to adults as to children. Wall-E on the other hand dumbs-down to be a film where only the visuals can appeal to adults. Finding Nemo was a great adventure, not wrecked by its celebrity voices as are many animated features (or by their obsession with celebrity voices). Wall-E avoids the celebrity voices route but falls down by being an adventure without detail or substance. This one is weak the whole way through after its intro, in contrast with 'Up', which falls down completely after a wonderful opening. A shame in both cases that the flagship company for animated features (their animated shorts are like out-takes only) would go ahead with either of these films that could only be badly flawed.",1
WALL·E,"If you have an agenda that the world is being ruined by humanity, you will love this movie because it propagates that very agenda. However, if you want to go watch a good story line, this isn't it.

I literally almost fell asleep watching this with my kids.

One thing I can say about this movie is that robots are smarter than people, and that includes the writers of this snooze fest.",1
WALL·E,"HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA. Talk about an overrated film! I fail to understand how ANYONE could enjoy this rubbish!

First off all our main character Wall:e isn't even likable, I hated him! He can't even talk! He meets a female robot during the film and she can't talk either! Our two main characters don't even share dialogue except for the ANNOYING monotonous repetition if their names in attempt to introduce themselves. This drags on FOREVER. This movie is at least 10 hours long. And that basically sums it up, that's it.

DO NOT WATCH THIS FILM, it really isn't worth it. Go and eat your dinner off the floor of a public toilet or inhale someone's stinky fart, I'm SURE it's better than the torture of this film. You've been warned. #worstfilm #nooffense",1
WALL·E,"Don't watch it, watch the Lorax. Way better environmental movie. Since when are fat people in floaty chairs and evil robots encouraging to children. Kids think floaty chairs are cool. Do you want your kids to be fat? Little cute forest animals are way more encouraging! The meanings are to hidden for kids to understand. Its meant more for adults! Last time I checked adults are not kids (except for those adults who say that they are kids in huge bodies). If a robot is in charge of saving the world, what does that say about humans. It shows that we are not capable of making a difference. Not great to tell kids that is it. All I can say is that it is not a great movie at all!",1
WALL·E,"An Inconvenient Truth is more entertaining than this (I'm not joking). Wall-e was just boring, probably the most boring movie I've seen. I thought 2001: A Space Odyssey was pretty boring too but I do understand its significance. It changed an entire genre. Wall-e seems to be aspiring to the same heights that Stanley Kubrick and Arthur C. Clarke did when they were working on 2001 but it falls short. I'm not saying that 2001 created a barrier that can't be passed. It's not even my favorite movie or anything. Few films have changed a genre the way 2001 did, but many sci-fi movies have been made that presented new ideas in an entertaining way, like Blade Runner, Brazil, Alien, and, of course, Star Wars. You might think its unfair to compare an animated movie to films like these but if the makers of Wall-e had such grand pretensions (and it certainly seemed that way when I watched it) then I say it is fair.

Another thing was the humor. It just wasn't very funny. Every Pixar movie is funny, in my opinion, except for Wall-e.

Wall-e might have received a lot of praise but just remember that it has the fifth-lowest worldwide gross for a Pixar movie (with inflation unadjusted). And considering the fact that the first two Toy Story movies came out long before it did, they probably sold more tickets. A lot of people must have just decided that it looked too pretentious.

The animation was excellent, though. But an animated movie needs more than great animation to be worth watching, like a live-action movie needs more than great art direction and cinematography.",1
